match_id,teams,time,numeric_time,half,action,number,team,goalkeeper,opponent_goalkeeper,assist_number,goal_number,shot_number,goal,shot_speed,in_goal_position,shot_position,post,saved,vertical_goal_position,horizontal_goal_position,causes_7m_number,receives_7m_number,turnover,technical_foul,steal,suspension,is_home,number_suspended,no_goalkeeper,number_court_players,possession,number_of_possession,start_of_possession,end_of_possession,score,lead,number_of_possesion
1,FRA - POL,0:00,0,1,GERARD V Goalkeeper,12,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,,,FRA,1,"","",0 - 0,0,
1,FRA - POL,0:00,0,1,MORAWSKI A Goalkeeper,94,POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,0,,,FRA,1,"","",0 - 0,0,
1,FRA - POL,0:38,38,1,TOURNAT N Shot centre 6m saved top right,11,FRA,12,94,,,11,0,,top right,centre 6m,,1,top,right,,,,,,,TRUE,0,0,6,FRA,1,0:00,0:38,0 - 0,0,
1,FRA - POL,1:28,88,1,SICKO S Shot left 6m saved top left,9,POL,94,12,,,9,0,,top left,left 6m,,1,top,left,,,,,,,FALSE,0,0,6,POL,2,0:38,1:28,0 - 0,0,
1,FRA - POL,1:37,97,1,"GREBILLE M Goal left wing bottom left (5 REMILI N), 79 km/h",15,FRA,12,94,5,15,,1,79,bottom left,left wing,,,bottom,left,,,,,,,TRUE,0,0,6,FRA,3,1:28,1:37,1 - 0,1,
1,FRA - POL,2:23,143,1,OLEJNICZAK M Goal centre 9m bottom right,5,POL,94,12,,5,,1,,bottom right,centre 9m,,,bottom,right,,,,,,,FALSE,0,0,6,POL,4,1:37,2:23,1 - 1,0,
1,FRA - POL,2:34,154,1,REMILI N Turnover,5,FRA,12,94,,,,0,,"","",,,"","",,,5,,,,TRUE,0,0,6,FRA,5,2:23,2:34,1 - 1,0,
1,FRA - POL,2:46,166,1,MORYTO A Shot right 6m missed,23,POL,94,12,,,23,0,,missed,right 6m,,,"","",,,,,,,FALSE,0,0,6,POL,6,2:34,2:46,1 - 1,0,
1,FRA - POL,3:16,196,1,GEBALA M Warning (yellow card),28,POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,0,0,6,POL,6,2:34,2:46,1 - 1,0,
1,FRA - POL,3:25,205,1,REMILI N Shot left 6m post,5,FRA,12,94,,,5,0,,post,left 6m,1,,"","",,,,,,,TRUE,0,0,6,FRA,7,2:46,3:25,1 - 1,0,
1,FRA - POL,3:36,216,1,TOURNAT N Block,11,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,POL,8,3:25,3:36,1 - 1,0,
1,FRA - POL,3:36,216,1,OLEJNICZAK M Shot right 6m blocked,5,POL,94,12,,,5,0,,blocked,right 6m,,,"","",,,,,,,FALSE,0,0,6,POL,8,3:25,3:36,1 - 1,0,
1,FRA - POL,3:46,226,1,LENNE Y Technical Fault,2,FRA,12,94,,,,0,,"","",,,"","",,,,2,,,TRUE,0,0,6,FRA,9,3:36,3:46,1 - 1,0,
1,FRA - POL,4:13,253,1,"SICKO S Goal centre 9m middle right, 85 km/h",9,POL,94,12,,9,,1,85,middle right,centre 9m,,,middle,right,,,,,,,FALSE,0,0,6,POL,10,3:46,4:13,1 - 2,-1,
1,FRA - POL,4:24,264,1,"MEM D Goal left 9m bottom left, 111 km/h",10,FRA,12,94,,10,,1,111,bottom left,left 9m,,,bottom,left,,,,,,,TRUE,0,0,6,FRA,11,4:13,4:24,2 - 2,0,
1,FRA - POL,4:50,290,1,TOURNAT N Warning (yellow card),11,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,FRA,11,4:13,4:24,2 - 2,0,
1,FRA - POL,5:05,305,1,MORYTO A Goal Penalty shot top left,23,POL,94,12,,23,,1,,top left,Penalty,,,top,left,,,,,,,FALSE,0,0,6,POL,12,4:24,5:05,2 - 3,-1,
1,FRA - POL,5:45,345,1,MEM D Technical Fault,10,FRA,12,94,,,,0,,"","",,,"","",,,,10,,,TRUE,0,0,6,FRA,13,5:05,5:45,2 - 3,-1,
1,FRA - POL,5:56,356,1,SICKO S Shot left 9m saved middle right,9,POL,94,12,,,9,0,,middle right,left 9m,,1,middle,right,,,,,,,FALSE,0,0,6,POL,14,5:45,6:21,2 - 3,-1,
1,FRA - POL,6:21,381,1,"GEBALA M Goal centre 6m bottom left (5 OLEJNICZAK M), 61 km/h",28,POL,94,12,5,28,,1,61,bottom left,centre 6m,,,bottom,left,,,,,,,FALSE,0,0,6,POL,14,5:45,6:21,2 - 4,-2,
1,FRA - POL,6:38,398,1,"REMILI N Goal fast break middle left, 70 km/h",5,FRA,12,94,,5,,1,70,middle left,fast break,,,middle,left,,,,,,,TRUE,0,0,6,FRA,15,6:21,6:38,3 - 4,-1,
1,FRA - POL,7:40,460,1,GEBALA M Technical Fault,28,POL,94,12,,,,0,,"","",,,"","",,,,28,,,FALSE,0,0,6,POL,16,6:38,7:40,3 - 4,-1,
1,FRA - POL,7:49,469,1,TOURNAT N 7m received,11,FRA,12,94,,,,0,,"","",,,"","",,11,,,,,TRUE,0,0,6,FRA,17,7:40,7:49,3 - 4,-1,
1,FRA - POL,7:49,469,1,GEBALA M 7m caused,28,POL,94,12,,,,0,,"","",,,"","",28,,,,,,FALSE,0,0,6,FRA,17,7:40,7:49,3 - 4,-1,
1,FRA - POL,7:49,469,1,GEBALA T 2-minutes suspension,48,POL,94,12,,,,0,,"","",,,"","",,,,,,48,FALSE,0,0,6,FRA,17,7:40,7:49,3 - 4,-1,
1,FRA - POL,7:49,469,1,MAHE K Goal Penalty shot top left,14,FRA,12,94,,14,,1,,top left,Penalty,,,top,left,,,,,,,TRUE,0,0,6,FRA,17,7:40,7:49,4 - 4,0,
1,FRA - POL,8:09,489,1,SICKO Sfor 94 MORAWSKI A Empty goal,9,POL,Empty goal,12,,,,0,,"","",,,"","",,,,,,,FALSE,-1,1,6,FRA,17,7:40,7:49,4 - 4,0,
1,FRA - POL,8:59,539,1,TOURNAT N Block,11,FRA,12,Empty goal,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,POL,18,7:49,9:20,4 - 4,0,
1,FRA - POL,8:59,539,1,DASZEK M Shot right 9m blocked,3,POL,Empty goal,12,,,3,0,,blocked,right 9m,,,"","",,,,,,,FALSE,-1,1,6,POL,18,7:49,9:20,4 - 4,0,
1,FRA - POL,9:05,545,1,MORAWSKI Afor 4 JEDRASZCZYK P Goalkeeper back,94,POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,-1,0,5,POL,18,7:49,9:20,4 - 4,0,
1,FRA - POL,9:20,560,1,Turnover bench/team,"",POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,-1,0,5,POL,18,7:49,9:20,4 - 4,0,
1,FRA - POL,9:27,567,1,"LENNE Y Goal fast break top left, 87 km/h",2,FRA,12,94,,2,,1,87,top left,fast break,,,top,left,,,,,,,TRUE,0,0,6,FRA,19,9:20,9:27,5 - 4,1,
1,FRA - POL,9:36,576,1,SICKO Sfor 94 MORAWSKI A Empty goal,9,POL,Empty goal,12,,,,0,,"","",,,"","",,,,,,,FALSE,-1,1,6,FRA,19,9:20,9:27,5 - 4,1,
1,FRA - POL,9:58,598,1,SICKO S Shot centre 9m saved middle right,9,POL,Empty goal,12,,,9,0,,middle right,centre 9m,,1,middle,right,,,,,,,FALSE,0,1,7,POL,20,9:27,9:58,5 - 4,1,
1,FRA - POL,10:06,606,1,MORAWSKI Afor 9 SICKO S Goalkeeper back,94,POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,0,0,6,POL,20,9:27,9:58,5 - 4,1,
1,FRA - POL,10:36,636,1,KARABATIC N 7m received,13,FRA,12,94,,,,0,,"","",,,"","",,13,,,,,TRUE,0,0,6,FRA,21,9:58,10:47,5 - 4,1,
1,FRA - POL,10:36,636,1,GEBALA T 7m caused,48,POL,94,12,,,,0,,"","",,,"","",48,,,,,,FALSE,0,0,6,FRA,21,9:58,10:47,5 - 4,1,
1,FRA - POL,10:47,647,1,"MAHE K Goal Penalty shot bottom right (13 KARABATIC N), 54 km/h",14,FRA,12,94,13,14,,1,54,bottom right,Penalty,,,bottom,right,,,,,,,TRUE,0,0,6,FRA,21,9:58,10:47,6 - 4,2,
1,FRA - POL,11:33,693,1,SICKO S Goal centre 9m bottom right,9,POL,94,12,,9,,1,,bottom right,centre 9m,,,bottom,right,,,,,,,FALSE,0,0,6,POL,22,10:47,11:33,6 - 5,1,
1,FRA - POL,11:52,712,1,"REMILI N Goal centre 9m bottom right, 54 km/h",5,FRA,12,94,,5,,1,54,bottom right,centre 9m,,,bottom,right,,,,,,,TRUE,0,0,6,FRA,23,11:33,11:52,7 - 5,2,
1,FRA - POL,12:04,724,1,"MORYTO A Goal right wing bottom left (3 DASZEK M), 60 km/h",23,POL,94,12,3,23,,1,60,bottom left,right wing,,,bottom,left,,,,,,,FALSE,0,0,6,POL,24,11:52,12:04,7 - 6,1,
1,FRA - POL,12:32,752,1,MEM D Shot right 9m saved middle left,10,FRA,12,94,,,10,0,,middle left,right 9m,,1,middle,left,,,,,,,TRUE,0,0,6,FRA,25,12:04,12:32,7 - 6,1,
1,FRA - POL,13:05,785,1,"SICKO S Goal breakthrough bottom centre, 91 km/h",9,POL,94,12,,9,,1,91,bottom centre,breakthrough,,,bottom,centre,,,,,,,FALSE,0,0,6,POL,26,12:32,13:05,7 - 7,0,
1,FRA - POL,13:12,792,1,"TOURNAT N Goal fast break bottom left (13 KARABATIC N), 85 km/h",11,FRA,12,94,13,11,,1,85,bottom left,fast break,,,bottom,left,,,,,,,TRUE,0,0,6,FRA,27,13:05,13:12,8 - 7,1,
1,FRA - POL,14:44,884,1,DASZEK M Shot centre 9m saved bottom right,3,POL,94,12,,,3,0,,bottom right,centre 9m,,1,bottom,right,,,,,,,FALSE,0,0,6,POL,28,13:12,14:44,8 - 7,1,
1,FRA - POL,14:54,894,1,GREBILLE M Shot left wing post,15,FRA,12,94,,,15,0,,post,left wing,1,,"","",,,,,,,TRUE,0,0,6,FRA,29,14:44,14:54,8 - 7,1,
1,FRA - POL,15:43,943,1,OLEJNICZAK M Turnover,5,POL,94,12,,,,0,,"","",,,"","",,,5,,,,FALSE,0,0,6,POL,30,14:54,15:43,8 - 7,1,
1,FRA - POL,16:06,966,1,KARABATIC N Turnover,13,FRA,12,94,,,,0,,"","",,,"","",,,13,,,,TRUE,0,0,6,FRA,31,15:43,16:06,8 - 7,1,
1,FRA - POL,16:17,977,1,"MORYTO A Goal fast break top right, 67 km/h",23,POL,94,12,,23,,1,67,top right,fast break,,,top,right,,,,,,,FALSE,0,0,6,POL,32,16:06,16:17,8 - 8,0,
1,FRA - POL,16:40,1000,1,KARABATIC N Turnover,13,FRA,12,94,,,,0,,"","",,,"","",,,13,,,,TRUE,0,0,6,FRA,33,16:17,16:40,8 - 8,0,
1,FRA - POL,16:40,1000,1,GEBALA M Steal,28,POL,94,12,,,,0,,"","",,,"","",,,,,28,,FALSE,0,0,6,FRA,33,16:17,16:40,8 - 8,0,
1,FRA - POL,17:45,1065,1,DASZEK M Shot right 9m post,3,POL,94,12,,,3,0,,post,right 9m,1,,"","",,,,,,,FALSE,0,0,6,POL,34,16:40,17:45,8 - 8,0,
1,FRA - POL,18:01,1081,1,"LENNE Y Goal right wing bottom left (5 REMILI N), 78 km/h",2,FRA,12,94,5,2,,1,78,bottom left,right wing,,,bottom,left,,,,,,,TRUE,0,0,6,FRA,35,17:45,18:01,9 - 8,1,
1,FRA - POL,18:35,1115,1,PIETRASIK A Shot centre 9m saved middle right,12,POL,94,12,,,12,0,,middle right,centre 9m,,1,middle,right,,,,,,,FALSE,0,0,6,POL,36,18:01,18:35,9 - 8,1,
1,FRA - POL,18:43,1123,1,"FABREGAS L Goal centre 6m top right (13 KARABATIC N), 80 km/h",23,FRA,12,94,13,23,,1,80,top right,centre 6m,,,top,right,,,,,,,TRUE,0,0,6,FRA,37,18:35,18:43,10 - 8,2,
1,FRA - POL,19:19,1159,1,BIS B Technical Fault,8,POL,94,12,,,,0,,"","",,,"","",,,,8,,,FALSE,0,0,6,POL,38,18:43,19:19,10 - 8,2,
1,FRA - POL,19:31,1171,1,REMILI N 7m received,5,FRA,12,94,,,,0,,"","",,,"","",,5,,,,,TRUE,0,0,6,FRA,39,19:19,19:47,10 - 8,2,
1,FRA - POL,19:31,1171,1,PIETRASIK A 7m caused,12,POL,94,12,,,,0,,"","",,,"","",12,,,,,,FALSE,0,0,6,FRA,39,19:19,19:47,10 - 8,2,
1,FRA - POL,19:47,1187,1,"MAHE K Goal Penalty shot bottom left (5 REMILI N), 83 km/h",14,FRA,12,94,5,14,,1,83,bottom left,Penalty,,,bottom,left,,,,,,,TRUE,0,0,6,FRA,39,19:19,19:47,11 - 8,3,
1,FRA - POL,20:36,1236,1,PIETRASIK A Shot right 9m saved middle right,12,POL,94,12,,,12,0,,middle right,right 9m,,1,middle,right,,,,,,,FALSE,0,0,6,POL,40,19:47,20:36,11 - 8,3,
1,FRA - POL,20:44,1244,1,"GREBILLE M Goal left wing middle right (2 LENNE Y), 96 km/h",15,FRA,12,94,2,15,,1,96,middle right,left wing,,,middle,right,,,,,,,TRUE,0,0,6,FRA,41,20:36,20:44,12 - 8,4,
1,FRA - POL,20:45,1245,1,Team timeout,"",POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,0,0,6,POL,42,20:44,21:57,12 - 8,4,
1,FRA - POL,21:41,1301,1,BRIET T 7m caused,39,FRA,12,94,,,,0,,"","",,,"","",39,,,,,,TRUE,0,0,6,POL,42,20:44,21:57,12 - 8,4,
1,FRA - POL,21:41,1301,1,DASZEK M 7m received,3,POL,94,12,,,,0,,"","",,,"","",,3,,,,,FALSE,0,0,6,POL,42,20:44,21:57,12 - 8,4,
1,FRA - POL,21:57,1317,1,MORYTO A Goal Penalty shot middle right (3 DASZEK M),23,POL,94,12,3,23,,1,,middle right,Penalty,,,middle,right,,,,,,,FALSE,0,0,6,POL,42,20:44,21:57,12 - 9,3,
1,FRA - POL,23:09,1389,1,PRANDI E Turnover,8,FRA,12,94,,,,0,,"","",,,"","",,,8,,,,TRUE,0,0,6,FRA,43,21:57,23:09,12 - 9,3,
1,FRA - POL,23:09,1389,1,GEBALA T Steal,48,POL,94,12,,,,0,,"","",,,"","",,,,,48,,FALSE,0,0,6,FRA,43,21:57,23:09,12 - 9,3,
1,FRA - POL,23:22,1402,1,"MORYTO A Goal fast break top right (3 DASZEK M), 86 km/h",23,POL,94,12,3,23,,1,86,top right,fast break,,,top,right,,,,,,,FALSE,0,0,6,POL,44,23:09,23:22,12 - 10,2,
1,FRA - POL,23:36,1416,1,"NAHI D Goal fast break top left (23 FABREGAS L), 52 km/h",31,FRA,12,94,23,31,,1,52,top left,fast break,,,top,left,,,,,,,TRUE,0,0,6,FRA,45,23:22,23:36,13 - 10,3,
1,FRA - POL,23:55,1435,1,OLEJNICZAK M Turnover,5,POL,94,12,,,,0,,"","",,,"","",,,5,,,,FALSE,0,0,6,POL,46,23:36,23:55,13 - 10,3,
1,FRA - POL,24:29,1469,1,OLEJNICZAK M 2-minutes suspension,5,POL,94,12,,,,0,,"","",,,"","",,,,,,5,FALSE,0,0,6,POL,46,23:36,23:55,13 - 10,3,
1,FRA - POL,24:46,1486,1,TOURNAT N Shot centre 6m saved middle right,11,FRA,12,94,,,11,0,,middle right,centre 6m,,1,middle,right,,,,,,,TRUE,0,0,6,FRA,47,23:55,25:02,13 - 10,3,
1,FRA - POL,25:02,1502,1,NAHI D Technical Fault,31,FRA,12,94,,,,0,,"","",,,"","",,,,31,,,TRUE,0,0,6,FRA,47,23:55,25:02,13 - 10,3,
1,FRA - POL,25:25,1525,1,GEBALA Mfor 94 MORAWSKI A Empty goal,28,POL,Empty goal,12,,,,0,,"","",,,"","",,,,,,,FALSE,-1,1,6,FRA,47,23:55,25:02,13 - 10,3,
1,FRA - POL,26:16,1576,1,MORAWSKI Afor 26 KRAJEWSKI P Goalkeeper back,94,POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,-1,0,5,FRA,47,23:55,25:02,13 - 10,3,
1,FRA - POL,26:17,1577,1,SICKO S Shot left 9m saved middle right,9,POL,94,12,,,9,0,,middle right,left 9m,,1,middle,right,,,,,,,FALSE,-1,0,5,POL,48,25:02,27:05,13 - 10,3,
1,FRA - POL,26:47,1607,1,BRIET T 2-minutes suspension,39,FRA,12,94,,,,0,,"","",,,"","",,,,,,39,TRUE,0,0,6,POL,48,25:02,27:05,13 - 10,3,
1,FRA - POL,27:05,1625,1,"OLEJNICZAK M Goal left 6m middle right (9 SICKO S), 57 km/h",5,POL,94,12,9,5,,1,57,middle right,left 6m,,,middle,right,,,,,,,FALSE,0,0,6,POL,48,25:02,27:05,13 - 11,2,
1,FRA - POL,27:29,1649,1,RICHARDSON Mfor 12 GERARD V Empty goal,9,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,,,,TRUE,-1,1,6,POL,48,25:02,27:05,13 - 11,2,
1,FRA - POL,27:55,1675,1,"FABREGAS L Goal centre 6m bottom left (5 REMILI N), 87 km/h",23,FRA,Empty goal,94,5,23,,1,87,bottom left,centre 6m,,,bottom,left,,,,,,,TRUE,-1,1,6,FRA,49,27:05,27:55,14 - 11,3,
1,FRA - POL,28:04,1684,1,GERARD Vfor 9 RICHARDSON M Goalkeeper back,12,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,-1,0,5,FRA,49,27:05,27:55,14 - 11,3,
1,FRA - POL,28:25,1705,1,GEBALA M Goal centre 6m bottom centre (9 SICKO S),28,POL,94,12,9,28,,1,,bottom centre,centre 6m,,,bottom,centre,,,,,,,FALSE,0,0,6,POL,50,27:55,28:25,14 - 12,2,
1,FRA - POL,28:34,1714,1,RICHARDSON Mfor 12 GERARD V Empty goal,9,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,,,,TRUE,-1,1,6,POL,50,27:55,28:25,14 - 12,2,
1,FRA - POL,28:58,1738,1,GERARD Vfor 39 BRIET T Goalkeeper back,12,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,POL,50,27:55,28:25,14 - 12,2,
1,FRA - POL,29:05,1745,1,RICHARDSON M Shot centre 9m blocked,9,FRA,12,94,,,9,0,,blocked,centre 9m,,,"","",,,,,,,TRUE,0,0,6,FRA,51,28:25,29:05,14 - 12,2,
1,FRA - POL,29:05,1745,1,GEBALA M Block,28,POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,0,0,6,FRA,51,28:25,29:05,14 - 12,2,
1,FRA - POL,29:37,1777,1,"SICKO S Goal breakthrough middle right, 60 km/h",9,POL,94,12,,9,,1,60,middle right,breakthrough,,,middle,right,,,,,,,FALSE,0,0,6,POL,52,29:05,29:37,14 - 13,1,
1,FRA - POL,29:53,1793,1,Team timeout,"",FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,FRA,53,29:37,30:00,14 - 13,1,
1,FRA - POL,30:00,1800,2,GERARD V Goalkeeper,12,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,,,POL,54,"","",14 - 13,1,
1,FRA - POL,30:00,1800,2,MORAWSKI A Goalkeeper,94,POL,94,12,,,,0,,"","",,,"","",,,,,,,FALSE,0,,,POL,54,"","",14 - 13,1,
1,FRA - POL,30:34,1834,2,SICKO S Shot left 9m missed,9,POL,94,12,,,9,0,,missed,left 9m,,,"","",,,,,,,FALSE,0,0,6,POL,54,30:00,30:34,14 - 13,1,
1,FRA - POL,30:40,1840,2,"TOURNAT N Goal fast break bottom right (10 MEM D), 100 km/h",11,FRA,12,94,10,11,,1,100,bottom right,fast break,,,bottom,right,,,,,,,TRUE,0,0,6,FRA,55,30:34,30:40,15 - 13,2,
1,FRA - POL,31:15,1875,2,FABREGAS L 7m caused,23,FRA,12,94,,,,0,,"","",,,"","",23,,,,,,TRUE,0,0,6,POL,56,30:40,31:28,15 - 13,2,
1,FRA - POL,31:15,1875,2,OLEJNICZAK M 7m received,5,POL,94,12,,,,0,,"","",,,"","",,5,,,,,FALSE,0,0,6,POL,56,30:40,31:28,15 - 13,2,
1,FRA - POL,31:27,1887,2,DESBONNET Rfor 12 GERARD V Goalkeeper Substitution,92,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,POL,56,30:40,31:28,15 - 13,2,
1,FRA - POL,31:28,1888,2,MORYTO A Penalty shot saved middle left,23,POL,94,12,,,23,0,,middle left,Penalty,,1,middle,left,,,,,,,FALSE,0,0,6,POL,56,30:40,31:28,15 - 13,2,
1,FRA - POL,32:00,1920,2,GERARD Vfor 92 DESBONNET R Goalkeeper Substitution,12,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,POL,56,30:40,31:28,15 - 13,2,
1,FRA - POL,32:54,1974,2,GREBILLE M Shot centre 6m saved middle right,15,FRA,12,94,,,15,0,,middle right,centre 6m,,1,middle,right,,,,,,,TRUE,0,0,6,FRA,57,31:28,32:54,15 - 13,2,
1,FRA - POL,33:06,1986,2,TOURNAT N 7m caused,11,FRA,12,94,,,,0,,"","",,,"","",11,,,,,,TRUE,0,0,6,POL,58,32:54,33:33,15 - 13,2,
1,FRA - POL,33:06,1986,2,OLEJNICZAK M 7m received,5,POL,94,12,,,,0,,"","",,,"","",,5,,,,,FALSE,0,0,6,POL,58,32:54,33:33,15 - 13,2,
1,FRA - POL,33:21,2001,2,DESBONNET Rfor 12 GERARD V Goalkeeper Substitution,92,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,POL,58,32:54,33:33,15 - 13,2,
1,FRA - POL,33:33,2013,2,"MORYTO A Goal Penalty shot bottom left (5 OLEJNICZAK M), 89 km/h",23,POL,94,12,5,23,,1,89,bottom left,Penalty,,,bottom,left,,,,,,,FALSE,0,0,6,POL,58,32:54,33:33,15 - 14,1,
1,FRA - POL,33:54,2034,2,GERARD Vfor 23 FABREGAS L Goalkeeper back,12,FRA,12,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,0,6,POL,58,32:54,33:33,15 - 14,1,
1,FRA - POL,33:54,2034,2,MAHE Kfor 92 DESBONNET R Empty goal,14,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,1,7,POL,58,32:54,33:33,15 - 14,1,
1,FRA - POL,34:17,2057,2,LENNE Y Technical Fault,2,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,2,,,TRUE,0,1,7,FRA,59,33:33,34:17,15 - 14,1,
1,FRA - POL,35:22,2122,2,KARABATIC N Block,13,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,,,,TRUE,0,1,7,POL,60,34:17,35:22,15 - 14,1,
1,FRA - POL,35:22,2122,2,OLEJNICZAK M Shot centre 9m blocked,5,POL,94,Empty goal,,,5,0,,blocked,centre 9m,,,"","",,,,,,,FALSE,0,0,6,POL,60,34:17,35:22,15 - 14,1,
1,FRA - POL,36:14,2174,2,"MEM D Goal right 6m top left (14 MAHE K), 52 km/h",10,FRA,Empty goal,94,14,10,,1,52,top left,right 6m,,,top,left,,,,,,,TRUE,0,1,7,FRA,61,35:22,36:14,16 - 14,2,
1,FRA - POL,36:44,2204,2,"SICKO S Goal left 6m bottom left, 111 km/h",9,POL,94,Empty goal,,9,,1,111,bottom left,left 6m,,,bottom,left,,,,,,,FALSE,0,0,6,POL,62,36:14,36:44,16 - 15,1,
1,FRA - POL,37:23,2243,2,MAHE K Shot right 9m saved middle right,14,FRA,Empty goal,94,,,14,0,,middle right,right 9m,,1,middle,right,,,,,,,TRUE,0,1,7,FRA,63,36:44,37:23,16 - 15,1,
1,FRA - POL,38:16,2296,2,FABREGAS L Steal,23,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,,23,,TRUE,0,1,7,POL,64,37:23,38:16,16 - 15,1,
1,FRA - POL,38:16,2296,2,DASZEK M Turnover,3,POL,94,Empty goal,,,,0,,"","",,,"","",,,3,,,,FALSE,0,0,6,POL,64,37:23,38:16,16 - 15,1,
1,FRA - POL,38:25,2305,2,FABREGAS L Shot fast break saved middle right,23,FRA,Empty goal,94,,,23,0,,middle right,fast break,,1,middle,right,,,,,,,TRUE,0,1,7,FRA,65,38:16,38:51,16 - 15,1,
1,FRA - POL,38:51,2331,2,"TOURNAT N Goal centre 6m middle left, 58 km/h",11,FRA,Empty goal,94,,11,,1,58,middle left,centre 6m,,,middle,left,,,,,,,TRUE,0,1,7,FRA,65,38:16,38:51,17 - 15,2,
1,FRA - POL,39:37,2377,2,GEBALA M Technical Fault,28,POL,94,Empty goal,,,,0,,"","",,,"","",,,,28,,,FALSE,0,0,6,POL,66,38:51,39:37,17 - 15,2,
1,FRA - POL,39:46,2386,2,MEM D Shot centre 9m saved middle left,10,FRA,Empty goal,94,,,10,0,,middle left,centre 9m,,1,middle,left,,,,,,,TRUE,0,1,7,FRA,67,39:37,40:03,17 - 15,2,
1,FRA - POL,40:03,2403,2,MEM D Technical Fault,10,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,10,,,TRUE,0,1,7,FRA,67,39:37,40:03,17 - 15,2,
1,FRA - POL,41:03,2463,2,"GEBALA M Goal centre 6m middle right (5 OLEJNICZAK M), 77 km/h",28,POL,94,Empty goal,5,28,,1,77,middle right,centre 6m,,,middle,right,,,,,,,FALSE,0,0,6,POL,68,40:03,41:03,17 - 16,1,
1,FRA - POL,41:27,2487,2,MEM D Turnover,10,FRA,Empty goal,94,,,,0,,"","",,,"","",,,10,,,,TRUE,0,1,7,FRA,69,41:03,41:27,17 - 16,1,
1,FRA - POL,41:27,2487,2,WALCZAK P Steal,7,POL,94,Empty goal,,,,0,,"","",,,"","",,,,,7,,FALSE,0,0,6,FRA,69,41:03,41:27,17 - 16,1,
1,FRA - POL,41:37,2497,2,"WALCZAK P Goal fast break bottom right, 81 km/h",7,POL,94,Empty goal,,7,,1,81,bottom right,fast break,,,bottom,right,,,,,,,FALSE,0,0,6,POL,70,41:27,41:37,17 - 17,0,
1,FRA - POL,42:32,2552,2,TOURNAT N Goal centre 6m middle right (14 MAHE K),11,FRA,Empty goal,94,14,11,,1,,middle right,centre 6m,,,middle,right,,,,,,,TRUE,0,1,7,FRA,71,41:37,42:32,18 - 17,1,
1,FRA - POL,43:02,2582,2,"PIETRASIK A Goal centre 6m middle right, 97 km/h",12,POL,94,Empty goal,,12,,1,97,middle right,centre 6m,,,middle,right,,,,,,,FALSE,0,0,6,POL,72,42:32,43:02,18 - 18,0,
1,FRA - POL,43:13,2593,2,MEM D Goal right 6m middle left,10,FRA,Empty goal,94,,10,,1,,middle left,right 6m,,,middle,left,,,,,,,TRUE,0,1,7,FRA,73,43:02,43:13,19 - 18,1,
1,FRA - POL,44:08,2648,2,"PIETRASIK A Goal centre 9m bottom right, 91 km/h",12,POL,94,Empty goal,,12,,1,91,bottom right,centre 9m,,,bottom,right,,,,,,,FALSE,0,0,6,POL,74,43:13,44:08,19 - 19,0,
1,FRA - POL,44:23,2663,2,PRANDI E 2-minutes suspension,8,FRA,Empty goal,94,,,,0,,"","",,,"","",,,,,,8,TRUE,0,1,7,POL,74,43:13,44:08,19 - 19,0,
1,FRA - POL,44:48,2688,2,MAHE K Goal centre 9m bottom left,14,FRA,Empty goal,94,,14,,1,,bottom left,centre 9m,,,bottom,left,,,,,,,TRUE,-1,1,6,FRA,75,44:08,44:48,20 - 19,1,
1,FRA - POL,45:06,2706,2,DASZEK Mfor 94 MORAWSKI A Empty goal,3,POL,Empty goal,Empty goal,,,,0,,"","",,,"","",,,,,,,FALSE,0,1,7,FRA,75,44:08,44:48,20 - 19,1,
